id,polarization_0,polarization_1,polarization_2,polarization_3,polarization_4,polarization_5,polarization_6,polarization_7,polarization_8,polarization_9,polarization_10,polarization_11,polarization_12,polarization_13,polarization_14,polarization_15,polarization_16,polarization_17,polarization_18,polarization_19,polarization_20,polarization_21,polarization_22,polarization_23,polarization_24,polarization_25,polarization_26,polarization_27,polarization_28,polarization_29,polarization_30,polarization_31,polarization_32,polarization_33,polarization_34,polarization_35,polarization_36,polarization_37,polarization_38,polarization_39,polarization_40,polarization_41,polarization_42,polarization_43,polarization_44,polarization_45,polarization_46,polarization_47,polarization_48,polarization_49,polarization_50,polarization_51,polarization_52,polarization_53,polarization_54,polarization_55,polarization_56,polarization_57,polarization_58,polarization_59
0.9503664244441693,0.07625069387023577,0.06380945964847747,0.0684078810690496,0.06797719306343608,0.07125927380712838,0.07696707753589348,0.07479384513710725,0.08532340259576614,0.07922127183393082,0.08547378140128807,0.0825046194126569,0.08676243421792715,0.08619217171274968,0.08479678184012225,0.07467958839895468,0.06720419950293594,0.06628803492950108,0.07956438623099434,0.07413205255561081,0.07839961357627383,0.07680756750864332,0.07941715205432417,0.06809232261936826,0.06522159999995862,0.06829131088084456,0.08048824503632347,0.08396657052190279,0.07032838455366525,0.07787589834618387,0.07488385559781499,0.08781655490235829,0.0873247407932445,0.08614420243000356,0.08620707219003046,0.08406321326189088,0.08891062720223136,0.094502080268621,0.09340005875696558,0.09538921472535353,0.09473186320564,0.09635008032341544,0.10310177810481473,0.10090258631864314,0.10052960805498708,0.09693160350416702,0.10076074414392991,0.10109194601019851,0.10350556528688613,0.10435112070760981,0.09818530935922078,0.09277955591382096,0.09444205307982463,0.08845731701093,0.09325986412788531,0.09712098081419811,0.0944474029720133,0.09631937612824462,0.0927709904229216,0.09515385471385347,0.09874660430732424
0.577190787290892,0.07347943781431172,0.07728480694397359,0.0700139799038768,0.0650360628600451,0.04931352469082515,0.05033816700087154,0.059473369441155985,0.06362234485849984,0.06123746919269765,0.0565919266560575,0.0670275182289659,0.07490766383806927,0.07541840896810531,0.07427161037443873,0.08669044880499457,0.0857790323969156,0.08613770028805383,0.10235995145504344,0.09961613842697159,0.09663409105860041,0.08185037318348733,0.08728959810263492,0.09754682897894525,0.09888575459286737,0.09095335941990312,0.09308293499854164,0.08799835086678356,0.08612455860976921,0.10007897965134815,0.08567281940825996,0.0976055195536436,0.09251034176775626,0.09273069432231024,0.0977631860824701,0.08378623679865231,0.08898361097495289,0.08933119011205545,0.0766347871236398,0.07537386400245814,0.08599291051393995,0.08150518697784209,0.0800001680419798,0.09253972661813697,0.10804969376461895,0.11834894216746836,0.11315747723392369,0.10818131756840786,0.09928673919362516,0.09655333511576634,0.0869607572708289,0.08979962622474756,0.09327525885005729,0.09675555732521596,0.09511422944232287,0.0967907486235284,0.09802788135863781,0.1004599912143009,0.10051387544797188,0.10781458420931216,0.10689376089022203
0.9829255125882193,0.07229131675427064,0.047431291386811555,0.059734285746884816,0.047741804961415,0.05196883849874657,0.050630260297547455,0.05716847048036329,0.053340168920557374,0.06395178474540052,0.05756234514723386,0.05261598461327659,0.055858474572804365,0.0646175440511035,0.06699126767415456,0.06808541452778188,0.07119444390082319,0.07407863116050593,0.07385150884969585,0.0681758026238215,0.06634654193925761,0.06235355569605555,0.062462304269941614,0.06479560716824825,0.07468142372294079,0.06027360228854867,0.061986109358375244,0.06500099402549231,0.0680056156262009,0.060418952326362414,0.06507185033311132,0.06540641740232367,0.06597606200870594,0.06733594798202722,0.06318476921350365,0.06433793133019704,0.06435040046996776,0.06300028459203243,0.0658180740404411,0.06402157863187118,0.056713416509069005,0.0559150389034762,0.056151907570177274,0.05777683596390074,0.0571718319565336,0.05399821965292046,0.056564451296732016,0.054916045521953304,0.05303362986729513,0.054690095050636524,0.053974750680521086,0.05552300268485498,0.05401658569679621,0.052088269887753835,0.05382809100207355,0.054020342684546065,0.060089662398052565,0.054296118243681225,0.06499753732820364,0.06112863158125563,0.0606558928440809
0.529997081754327,0.06055299724623263,0.05767173899650254,0.06913468025910212,0.06616726750742048,0.0635375118493238,0.07900356955223713,0.08710339594453995,0.08355956348987215,0.08290275628301229,0.08564654732980923,0.08469763228668754,0.07736389817057515,0.08185765723750875,0.0820419740978446,0.08010891572242146,0.08275430978182095,0.08465599300008261,0.0942681093611126,0.09100204462116765,0.09670624773500935,0.09699770228971377,0.0909582490277527,0.09125222523798407,0.09587633583036316,0.09545649837356264,0.110790847893668,0.09354760791515684,0.0907112753759594,0.08873131658187164,0.094872502066255,0.09424332179054667,0.09138814666526163,0.09191137644852526,0.11067786798928873,0.09257287416999299,0.09043139482419342,0.08745918832210728,0.09067966526110856,0.09224628291080236,0.09236953513627345,0.09157422773490934,0.08854923995265195,0.08831441453494442,0.08955421809221523,0.09402151290016371,0.09513393529372408,0.0911712708332808,0.08804952772039758,0.09554181543409221,0.09631160773777797,0.09869489054652485,0.09584069040170652,0.09458514977291221,0.091623869689924,0.0893434475855097,0.09674063810952446,0.09501945677915473,0.09251364394473112,0.08830450042369944,0.09975144248658477
0.7404204887397549,0.06804944895578122,0.0489650124247136,0.04934469372380754,0.055141699873354426,0.04329522371986914,0.043264241835634695,0.03940332612624549,0.0455851783308331,0.04544223271191527,0.0492640722712975,0.04287725922319916,0.04659316223523652,0.042066589453335475,0.04205600419010059,0.041917946763313056,0.04389803221049023,0.048220531861222646,0.04283346904516474,0.04544189095503988,0.04742145046034566,0.044978335364306385,0.045645500960286474,0.03897996660880129,0.04204258232356823,0.04081786563861852,0.037282285549867164,0.03917844565688883,0.04100547124417786,0.04187186181659775,0.044020943143020866,0.04575983716345958,0.04917277488751841,0.054696725181290706,0.046722489772799435,0.047901300696719454,0.05083203465433101,0.05265778014606175,0.04520090705747718,0.04116414881034348,0.04112178361423168,0.04162372759976336,0.051805866048662615,0.05534752838438058,0.058052532820843994,0.05326546298791859,0.051027677534334334,0.049461626705119124,0.046510126357098884,0.046089460700975186,0.03806074045294683,0.03889034135621844,0.045789929912701574,0.045788879150457554,0.04011460131155071,0.054782886360740246,0.055741018705436865,0.05683324689836683,0.0568320836704814,0.062326492620933004,0.05620134386850354
0.4989381934849062,0.06441463684068566,0.06007394466533437,0.06667736569656506,0.05723588479814018,0.04919354891165667,0.03750291883853835,0.04441110385377534,0.040974959621694264,0.045664758146176425,0.05039534271596154,0.04442277791355658,0.04801957295550755,0.05277187501522272,0.05445003247665656,0.0556396723375136,0.05580238743027743,0.05826739193339372,0.05993531379230508,0.052529264655366364,0.04718614457487674,0.05093171326351569,0.062484052679984824,0.056566508177732254,0.05199565064868733,0.057223014605109035,0.06094435430891355,0.06474833094837557,0.06695886383333123,0.07278987518565896,0.06921793829286874,0.0739858335169944,0.06914350851206637,0.06337460124030103,0.06374184536526968,0.07116240744683429,0.06009208406460147,0.051969963874418205,0.07174627261694289,0.061383974075926766,0.06119789226340795,0.05802590428250787,0.06636226249166552,0.06559803236456616,0.05769584848919014,0.06652696598864838,0.06719415263811686,0.0723738442920433,0.0665542451549703,0.07892309273502626,0.07519930838886844,0.08417759938819189,0.08330963690124299,0.08486640379910919,0.07575342993597523,0.07223334615029953,0.07168154159439517,0.08006439980436712,0.07868781548746245,0.0856533044520268,0.0886276245339846
0.6319450547642845,0.0658421760445072,0.05313281046700802,0.05978649072651207,0.06888252839407959,0.058275908918850025,0.054513589621757466,0.06300453240502521,0.06494270047464162,0.0669880571362887,0.07065922161876684,0.06840331648489784,0.0615911415313789,0.06313978092452134,0.053951240556200444,0.0681898603450613,0.06959058386577156,0.06912138457748875,0.07007821873422763,0.06932462640820673,0.06736732853248746,0.06741882253728479,0.061743901913066744,0.053022710564259716,0.06287167597381987,0.060950261710731674,0.05813530810741527,0.058406601981263115,0.06081520833177487,0.059124487867043725,0.06345192701154156,0.06917127631672329,0.07413432389488266,0.07365051182529478,0.07755486017255465,0.0726852105105109,0.06720312694050457,0.06728390277972726,0.06921238160674005,0.06855120069794332,0.06694021468332097,0.06049655385265683,0.06668137143227727,0.06662921775489991,0.0658093922875976,0.06904148545942387,0.0697927664602383,0.06964742405363317,0.06787904390607666,0.07075197508648742,0.06807458242678613,0.07098999491342035,0.0675808864464787,0.06668534259099994,0.06498530375504151,0.06999948463851911,0.06334086100012978,0.06181435586179564,0.06871383724544593,0.0668257900532975,0.06712966703366907
0.41744759982559,0.0863872795663944,0.08442211002508197,0.08666859050321327,0.08316743590192034,0.06441046687976222,0.07189254798781583,0.05477768856534185,0.05974148924775313,0.06809213161075035,0.07770763732900952,0.07267927737159353,0.08177388926368197,0.06278721998169365,0.0679424150729509,0.0748019453513142,0.07045903032226464,0.0716721188819443,0.08093308846332815,0.08339338882787503,0.08614307050391556,0.08683279490718265,0.09250544929203734,0.09430504027703426,0.09015573109188181,0.0929870253736452,0.08807644789756827,0.09220391875048156,0.09241114243586629,0.09173097006471866,0.09036705862087159,0.09429268674035705,0.09193345114877413,0.09179784743330194,0.09191719199006199,0.08890640813929991,0.09458664978565708,0.08933607119047211,0.09522666110715698,0.09732434151669661,0.08955295631813129,0.09422511020508952,0.09232859694132038,0.09110097287990855,0.09181241470599676,0.09174678096978835,0.09407779940511445,0.09061653814203187,0.09100596008088054,0.0937065532628305,0.09331048906359335,0.09422159832351372,0.09228934433677317,0.09285089145066477,0.09358005715179032,0.09455900846286984,0.0938499877178544,0.09656315283359586,0.0940090630877172,0.09349944830030023,0.0906127665026402
0.8497177651097262,0.060840446121653506,0.042691470900140374,0.06911597599164056,0.06978107829822634,0.08170355232110209,0.0733053611074381,0.0682811897576969,0.07140346580069308,0.06595481406271066,0.06840458147897689,0.06603601022433592,0.07032808489492129,0.0702124251213964,0.06978253536375971,0.06771937476970506,0.0641623417241096,0.06481198370516741,0.06415388735089395,0.061706041274922484,0.06510820791791223,0.06704407514986038,0.0681631031695047,0.06177283643279969,0.07019796461039535,0.07131318975601722,0.07296320340726087,0.07797950664824055,0.07605175700911607,0.07879955457325202,0.07799743796321966,0.07343964507535616,0.0733119685682617,0.06814368823788691,0.0699395489914818,0.07364820572801847,0.07221336449947811,0.07518544824432151,0.07745384450597528,0.07888740336626279,0.07336914226093329,0.08006314374327518,0.07874762707098688,0.08064408040082964,0.0780031442676673,0.07913611069608231,0.08236011362305472,0.08078357336775387,0.07978683727827665,0.07765175594064802,0.07778133326958464,0.07991140260456234,0.07705994194789251,0.08196304930774886,0.08116220319930509,0.07714580150077553,0.08021738101255643,0.07803298611438828,0.07951128640620951,0.08129878628939144,0.08158425338086793
0.5211706566796588,0.08115473065782323,0.06825947212951841,0.07694986703641096,0.0820758149478879,0.08110378524921444,0.07826253582492063,0.07861017601109145,0.07646850668335564,0.08164789472515967,0.08085533614505772,0.07683539672833113,0.08178884586233161,0.08835493598445518,0.08823404719550665,0.08541547197291631,0.08584228386905811,0.08275057455359622,0.08761996605994694,0.0850224615200101,0.084596032308076,0.08913210520985342,0.08543321396538915,0.08582744657698635,0.08802506316427246,0.08934902857522872,0.0894068704787773,0.08516371473807455,0.08951692547738192,0.09044102540994442,0.09235227097706791,0.0874591638911659,0.09009364688848533,0.09123776383931789,0.09149684386889827,0.0889217544848602,0.08946176486664484,0.08283688612664983,0.08349622812909756,0.0846457178879132,0.086814374578198,0.08695092449308828,0.08601178567052097,0.08559707933780338,0.08781777983816429,0.08650828753846217,0.08811401667343262,0.08996814424189006,0.08822146936636306,0.09122510357105791,0.09181908334372603,0.09207309727273986,0.09023876578862058,0.09611693997605682,0.09231502860459877,0.09162055641190506,0.09581525566455795,0.09600976503690162,0.09884858036146565,0.0958534267441353,0.09440447469308241
