id,polarization,mean_intention,num_adopters
0.07192835303027534,0.06716324661301928,0.21191371252557992,0.6
0.7732414793923115,0.05495538080263456,0.3388956865232992,0.85
0.10164356982482825,0.08136942148763582,0.15963877805248672,0.6333333333333333
0.7913190350825451,0.09164725825419648,0.029790267190196274,0.13333333333333333
0.6952654915897767,0.07216819323009209,-0.010292428978466295,0.1
0.056552644482816494,0.08400948707523502,0.4559996331264596,0.7333333333333333
0.35846385436387707,0.1091355393136535,0.23810181229645552,0.55
0.5153305250673584,0.09613483696564439,0.4519765892860742,0.75
0.22646778641924925,0.09661653179867806,0.4103553088586015,0.7666666666666667
0.18820655843815792,0.09800839527334734,0.2193480918896478,0.48333333333333334
0.8534475339361671,0.06445699429828733,0.1449547297124042,0.4166666666666667
0.3882236985451063,0.09268752822326227,0.02944039986159904,0.3
0.3502570500877298,0.022264544347195846,0.48238898413627423,0.85
0.07721531797423853,0.11967302839516067,0.04012478984556598,0.36666666666666664
0.981227277439756,0.10440057115733578,0.20080627179884322,0.4166666666666667
0.9266258295585359,0.11142846064903654,0.4440536730427054,0.7666666666666667
0.6263689579333345,0.06902711630426711,0.3111290955560681,0.6166666666666667
0.6039883278639653,0.04958964538530107,0.2968435321107463,0.55
0.17585369815264984,0.06068068931109123,0.30127269321155287,0.6666666666666666
0.9574490525267749,0.08706517747720247,0.13548491895039916,0.35
0.07292696725510694,0.08747665863702021,-0.09689011907153004,0.16666666666666666
0.3743782816191481,0.13738440810290922,0.3504239177200533,0.6833333333333333
0.7648335857559689,0.06682157475840582,0.016135350528468213,0.18333333333333332
0.6031083338272464,0.050391447808836046,0.042418867045336525,0.3333333333333333
0.9842614580630271,0.11242542122953829,0.25609592991511937,0.55
0.47278825520946843,0.07949036944111997,-0.07263950550076574,0.36666666666666664
0.21505252715051237,0.07500876246348788,0.1804203842790922,0.6666666666666666
0.1408811247912478,0.10784229660785952,0.19501256910840384,0.5333333333333333
0.22702114162639708,0.08014083852757313,0.0750063313182404,0.25
0.8477868620174466,0.057160807308988065,0.14275486396456083,0.35
0.4838576625986841,0.04248082078840883,0.1356596631750485,0.4
0.3994999360092999,0.08696038407287944,0.19531000495933512,0.38333333333333336
0.48680438309984264,0.08146482196647488,0.273899988657105,0.5166666666666667
0.8285172468096139,0.06695201340332076,0.2899109192281418,0.65
0.9650102293978042,0.0690212536948595,0.019620674971830607,0.31666666666666665
0.5818194026481196,0.05630592335951586,0.08290314988848439,0.08333333333333333
0.8392353953676868,0.05579283405511926,0.4101432350664965,0.7833333333333333
0.2590592651817256,0.07670667234882284,0.03551226703441175,0.23333333333333334
0.6027373853289232,0.11357801349291415,0.3223400931935167,0.5666666666666667
0.23147327933613748,0.0986915427016117,0.16601754511685615,0.43333333333333335
0.15104074160037484,0.10008551930819187,0.31911000926220506,0.55
0.891676818618222,0.05644620383555029,0.17266915559743623,0.6166666666666667
0.6869610710913471,0.07554533762059679,0.1823837030944799,0.48333333333333334
0.9023059380290591,0.1222639735139666,0.19072897756818666,0.5
0.8290134100890678,0.0747210364306402,0.20226446698145714,0.6333333333333333
0.05198158961067234,0.07427501864281433,-0.0463822269787817,0.2
0.8693659921393121,0.060069035992089605,0.2875253735201943,0.5166666666666667
0.21193281066256153,0.08075873641011727,0.2885426749372554,0.55
0.6150939184276388,0.09811875845781728,0.16742184481188602,0.5
0.2893506603097049,0.09675473655312661,0.21434520389989598,0.6
0.9408851099932627,0.11154221605238011,0.3138090206106027,0.5
0.7655685430082741,0.07958782646607244,0.2791814305715101,0.7
0.8834993265078024,0.08469071915635457,0.08717530502839982,0.5333333333333333
0.047780998462303326,0.11271867134839067,0.05535762314670422,0.23333333333333334
0.9556239788390789,0.12488660916905554,0.054226762971862026,0.25
0.8945307800501613,0.05147591920231,0.1718160552111861,0.6166666666666667
0.9669009934849275,0.0988009947725057,0.13628424389251256,0.38333333333333336
0.6874772015589679,0.06357859446856887,0.49249462519633513,0.85
0.23998138767749555,0.07190163044441188,0.059328103757180485,0.3333333333333333
0.43687536052140385,0.13402801485170013,0.18845346601461946,0.43333333333333335
0.6764036321517021,0.09624207440024925,0.3169563958467297,0.6666666666666666
0.9788663700101214,0.12343222237144255,0.17954637760605996,0.4
0.5177037208624196,0.11858488822247855,0.18985313750233654,0.4666666666666667
0.08945113867884358,0.11527066090088245,0.12160723772270284,0.45
0.7254847679545859,0.08241885332023634,0.30570193106135424,0.6666666666666666
0.4668692458177449,0.11790223354560937,0.021985446335867995,0.26666666666666666
0.9875173391220979,0.10222119991080063,-0.022142098877073125,0.2
0.13442573410149494,0.06301377402594488,0.07283715201934642,0.25
0.7859222036392035,0.08533343528568305,0.11029751228544794,0.4
0.08168207315692033,0.14688275141326892,0.019089262838602853,0.31666666666666665
0.15243606502553886,0.07882003603691928,0.03198300416743588,0.26666666666666666
0.45655250271003534,0.0491455998828164,0.311055253590294,0.8
0.6794506219862805,0.04619645236022971,0.13769673338201927,0.2
0.9086424446812806,0.11867124984239563,0.03898123139557478,0.3333333333333333
0.35182390934888663,0.07111361682704645,0.25729473827800453,0.5833333333333334
0.7787405972194652,0.06708056464135848,-0.09210438473192414,0.15
0.29014388398404756,0.054104194858896,0.48965547506394647,0.75
0.9709076674044373,0.0698162596621196,0.25732541281901644,0.5666666666666667
0.357471715191909,0.12056996653686974,-0.16619854899072456,0.23333333333333334
0.7412079989497391,0.09298175927230706,0.1375036048544401,0.36666666666666664
0.6247850301993045,0.06922019185426495,0.42302040128258894,0.6
0.5151368712956212,0.09765840678763606,0.12407856039462364,0.35
0.12531078142986263,0.09954293878292796,0.2821438318209093,0.75
0.916820498868432,0.0911220745504251,0.12639964369982132,0.38333333333333336
0.9074022716015478,0.04390614582389002,0.48200559409008725,0.9166666666666666
0.7563168718820672,0.09072943661046085,0.24533956780522204,0.45
0.2945161297893215,0.042816888811479825,-0.18901155087449487,0.1
0.8491784472136934,0.04665751094608369,-0.10798892040792277,0.15
0.3123032891584676,0.10968820779537058,0.13942066017376867,0.4
0.14758251979449777,0.0917453934854842,0.16586973534799174,0.5166666666666667
0.4548749155154087,0.054511610401781305,0.044863667959159005,0.2833333333333333
0.5585280421118793,0.07958411850947948,0.1376345247217573,0.35
0.6878218922968877,0.07050260801307191,0.02686384559612314,0.36666666666666664
0.15707742502584066,0.04604014158499377,0.35099495219416854,0.7833333333333333
0.42574399942194086,0.10421657669952272,0.4673556184453847,0.9
0.5297951563569675,0.06386863664836813,0.3704553945931215,0.9
0.6652815493457177,0.09389130661088643,0.2428893438068069,0.48333333333333334
0.191232617654166,0.0925048504693115,-0.058538362728881334,0.23333333333333334
0.8387867458337829,0.09034888675587918,-0.03820936475834011,0.21666666666666667
0.02465244368907482,0.08091803873190145,-0.05676219307196309,0.11666666666666667
