id_exp,seed,step,network_topology,population_size,nb_strg_arg,adding_cycle,population_with_added_arg,population_with_attacked_arg,polarisation,mean_intention,rate_adoption
15,0.9405683701455716,500,regular,100,1,50,100,2,0.03253866854380658,0.19990815125738137,0.24
12,0.9756216081146213,500,regular,100,1,50,98,1,0.030812738539344443,0.0780499815913185,0.2
14,0.9638088301275144,500,regular,100,1,50,100,5,0.018957169434881013,0.22052819687860306,0.26
13,0.5827815194250637,500,regular,100,1,50,100,0,0.03428215681315933,0.1644136689032241,0.29
15,0.9405683701455716,550,regular,100,1,50,100,2,0.03188567273087903,0.201552837829589,0.24
14,0.9638088301275144,550,regular,100,1,50,100,5,0.01995948369032659,0.21997843475215004,0.26
13,0.5827815194250637,550,regular,100,1,50,100,0,0.03424870103661948,0.16446515243058094,0.29
12,0.9756216081146213,550,regular,100,1,50,98,1,0.030784435800403267,0.07898129400120388,0.2
14,0.9638088301275144,600,regular,100,1,50,100,5,0.019123075112443856,0.21835400346114983,0.26
15,0.9405683701455716,600,regular,100,1,50,100,2,0.031709210793601,0.2014038794169405,0.24
12,0.9756216081146213,600,regular,100,1,50,98,1,0.030033479946944497,0.07625299785872756,0.2
13,0.5827815194250637,600,regular,100,1,50,100,0,0.032640644239170444,0.16904428238766425,0.29
13,0.5827815194250637,650,regular,100,1,50,100,0,0.03481064563128351,0.16814978265632483,0.29
14,0.9638088301275144,650,regular,100,1,50,100,5,0.01955266482829791,0.21799129235228076,0.26
15,0.9405683701455716,650,regular,100,1,50,100,2,0.03204443211413558,0.20089266696016694,0.24
12,0.9756216081146213,650,regular,100,1,50,98,1,0.03032018085560037,0.07796338951174236,0.2
12,0.9756216081146213,700,regular,100,1,50,98,1,0.03035930651803341,0.07734321073046105,0.2
13,0.5827815194250637,700,regular,100,1,50,100,0,0.03352692233971079,0.1680679035074769,0.29
15,0.9405683701455716,700,regular,100,1,50,100,2,0.032676234203957974,0.200199794293426,0.24
14,0.9638088301275144,700,regular,100,1,50,100,5,0.019050482998665196,0.22027337820337692,0.26
14,0.9638088301275144,750,regular,100,1,50,100,5,0.018674154182454862,0.22081637642863672,0.26
13,0.5827815194250637,750,regular,100,1,50,100,0,0.034014255063816015,0.16740457740643516,0.29
15,0.9405683701455716,750,regular,100,1,50,100,2,0.0326591150185944,0.20026138375546432,0.24
12,0.9756216081146213,750,regular,100,1,50,98,1,0.031042097811028183,0.07946185177718895,0.2
12,0.9756216081146213,800,regular,100,1,50,98,1,0.030579770544146366,0.0787592791474834,0.2
13,0.5827815194250637,800,regular,100,1,50,100,0,0.03490728894506381,0.16811098833709628,0.29
15,0.9405683701455716,800,regular,100,1,50,100,2,0.03381367696548462,0.19898196507850419,0.24
14,0.9638088301275144,800,regular,100,1,50,100,5,0.019229294007734522,0.22010577444998095,0.26
13,0.5827815194250637,850,regular,100,1,50,100,0,0.033077055296285594,0.17078556038681114,0.29
12,0.9756216081146213,850,regular,100,1,50,98,1,0.03055144821033705,0.08171113040067267,0.2
15,0.9405683701455716,850,regular,100,1,50,100,2,0.032556291421140165,0.19987389906125116,0.24
14,0.9638088301275144,850,regular,100,1,50,100,5,0.02031678832203362,0.21862015236307722,0.26
14,0.9638088301275144,900,regular,100,1,50,100,5,0.01945088962044597,0.22054943094372156,0.26
15,0.9405683701455716,900,regular,100,1,50,100,2,0.032534828016384645,0.1983771305111314,0.24
13,0.5827815194250637,900,regular,100,1,50,100,0,0.03502633430404691,0.16927997421785698,0.29
12,0.9756216081146213,900,regular,100,1,50,98,1,0.031620713864786446,0.08033601932311715,0.2
13,0.5827815194250637,950,regular,100,1,50,100,0,0.03305971232361402,0.16613350713968397,0.29
12,0.9756216081146213,950,regular,100,1,50,98,1,0.030069293682780666,0.08075748911603003,0.2
15,0.9405683701455716,950,regular,100,1,50,100,2,0.03216788775150055,0.1992806286183442,0.24
14,0.9638088301275144,950,regular,100,1,50,100,5,0.019691382158347384,0.2214026504350873,0.26
