id_exp,seed,step,polarisation,mean_intention,mean_intention_acceptabilty,rate_adoption
0,0.8344957997478795,450,0.008552521698050309,0.45280518692111227,0.30535490022021305,0.55
0,0.8344957997478795,500,0.005598588129990135,0.5267386346615257,0.35094981151504256,0.65
2,0.2814307910701278,500,0.008455253178213195,0.5087594064177733,0.3587635082732118,0.8166666666666667
3,0.02908442372800235,500,0.012003851261282977,0.519705686577704,0.3648455430715135,0.75
1,0.023093164808932864,500,0.013445799196819007,0.42512009913414683,0.3197873578483138,0.8166666666666667
3,0.02908442372800235,550,0.011919704557973412,0.4992322668067915,0.3681594379357335,0.7666666666666667
0,0.8344957997478795,550,0.01049364675769179,0.5157686032128183,0.3484011805231496,0.7166666666666667
2,0.2814307910701278,550,0.005500264002312328,0.47601484922529974,0.3427341406496446,0.8166666666666667
1,0.023093164808932864,550,0.012449119353196739,0.4220532799824337,0.30989547895299324,0.8166666666666667
0,0.8344957997478795,600,0.010054770989315695,0.4925847341600274,0.32923791379680484,0.7333333333333333
1,0.023093164808932864,600,0.010279980627998876,0.47111264852862067,0.32224641429355183,0.8166666666666667
3,0.02908442372800235,600,0.007706099807895691,0.5061401325463911,0.3629255830521147,0.7666666666666667
2,0.2814307910701278,600,0.009023312328529388,0.48710513122637533,0.33775818834618987,0.8166666666666667
1,0.023093164808932864,650,0.010722787835292211,0.5088915386911368,0.35872912497447584,0.8166666666666667
0,0.8344957997478795,650,0.008283014709467943,0.540531889461673,0.36014239157842437,0.7333333333333333
3,0.02908442372800235,650,0.016001617953407054,0.5031999491816175,0.3682429155212675,0.8
2,0.2814307910701278,650,0.00990492507970403,0.5102030785211159,0.3537232965674384,0.85
3,0.02908442372800235,700,0.008673890626540696,0.5139678151602791,0.36446125954271835,0.8
0,0.8344957997478795,700,0.007846005513612826,0.5403595172698374,0.35700116101745477,0.7333333333333333
2,0.2814307910701278,700,0.010663111028932557,0.5025346508229301,0.3492394443409091,0.8833333333333333
1,0.023093164808932864,700,0.009070385228192278,0.4612407644123012,0.33364946504864273,0.8166666666666667
0,0.8344957997478795,750,0.008440574357896805,0.5081867768905348,0.34793104553925364,0.7333333333333333
1,0.023093164808932864,750,0.008618137796465707,0.47018608219591307,0.33644688799785505,0.8166666666666667
2,0.2814307910701278,750,0.0071888148738214735,0.48353786615599675,0.32807675222749333,0.8833333333333333
3,0.02908442372800235,750,0.013203065723004198,0.49723327430356723,0.37296970367584353,0.8
3,0.02908442372800235,800,0.008637224098960469,0.529251176956525,0.3752441306163667,0.8
0,0.8344957997478795,800,0.006423903940490582,0.5741259480651558,0.3798474098495523,0.7666666666666667
1,0.023093164808932864,800,0.00933136002254479,0.4301972589320366,0.3247497820505575,0.8166666666666667
2,0.2814307910701278,800,0.009656515003535282,0.43932263557526924,0.30933990541452655,0.8833333333333333
1,0.023093164808932864,850,0.010069840222596977,0.4271246716322095,0.31451283715689987,0.8166666666666667
3,0.02908442372800235,850,0.006881880062122145,0.5335350800192878,0.383823866148447,0.8
2,0.2814307910701278,850,0.010410025968761553,0.47536548921300104,0.3280874607403255,0.8833333333333333
0,0.8344957997478795,850,0.004357291821025268,0.5720819216432247,0.3799992753824373,0.7666666666666667
1,0.023093164808932864,900,0.01056565740421455,0.3753474401434761,0.3009492857504321,0.8166666666666667
0,0.8344957997478795,900,0.004655993175524922,0.5530986759281357,0.3687963283833668,0.8333333333333334
2,0.2814307910701278,900,0.010947837445265228,0.4308343685496984,0.3131098259174786,0.9
3,0.02908442372800235,900,0.01359359119219002,0.5284569754926461,0.38060259933921,0.8166666666666667
0,0.8344957997478795,950,0.005416267615423271,0.5509474668319286,0.36810966910024373,0.8333333333333334
3,0.02908442372800235,950,0.012744052561798226,0.5024195211395438,0.367820869686823,0.8333333333333334
1,0.023093164808932864,950,0.010014921133209747,0.36167528351009615,0.28351821939885086,0.8166666666666667
2,0.2814307910701278,950,0.00842384694509655,0.43632816122517776,0.3073865152487864,0.9
2,0.2814307910701278,1000,0.011803203079620548,0.46686576974821403,0.3259414223603959,0.9
0,0.8344957997478795,1000,0.0072080848890923865,0.5587832237505219,0.3728411815230137,0.85
1,0.023093164808932864,1000,0.011329463143113496,0.42423511565318894,0.3183342645416839,0.8166666666666667
3,0.02908442372800235,1000,0.008407887545430866,0.5434601437179435,0.3904980729490791,0.8333333333333334
3,0.02908442372800235,1050,0.01166058376817619,0.5273611109387555,0.37746933794930676,0.8333333333333334
2,0.2814307910701278,1050,0.009338748514914572,0.4679756390899018,0.33004313602074214,0.9
1,0.023093164808932864,1050,0.009634658834731856,0.4228516178077915,0.3157116848091833,0.8166666666666667
0,0.8344957997478795,1050,0.008309145825516145,0.5405970692471113,0.3758791231249428,0.85
0,0.8344957997478795,1100,0.005753300918422309,0.5623582753093989,0.37804158096860146,0.8666666666666667
3,0.02908442372800235,1100,0.013296282003861331,0.5468013554628652,0.39082059173731987,0.85
1,0.023093164808932864,1100,0.010607339152178223,0.4718006437865259,0.33727245902405995,0.8166666666666667
2,0.2814307910701278,1100,0.013773063989191541,0.48091222893889257,0.3269178056016104,0.9
2,0.2814307910701278,1150,0.008096496838447728,0.4869754092207168,0.33169357695739127,0.9
1,0.023093164808932864,1150,0.007360925677889632,0.4996441608757341,0.3530288950668752,0.8166666666666667
3,0.02908442372800235,1150,0.015400748259871314,0.5351521570633895,0.3836320283969793,0.8666666666666667
0,0.8344957997478795,1150,0.005932969461932193,0.566232829111189,0.37253693541155014,0.8833333333333333
0,0.8344957997478795,1200,0.008643704608438461,0.5185444667422365,0.35492726928228086,0.8833333333333333
2,0.2814307910701278,1200,0.008739779543568634,0.5065965187297822,0.35309860544369026,0.9166666666666666
3,0.02908442372800235,1200,0.012466714897027196,0.5778678341586344,0.4033383287419609,0.8833333333333333
1,0.023093164808932864,1200,0.010850270033359068,0.45439096192709727,0.33776553290596356,0.8166666666666667
0,0.8344957997478795,1250,0.006451307364939103,0.4948965724337821,0.3327530876388232,0.8833333333333333
1,0.023093164808932864,1250,0.009081017290486087,0.5068997681379025,0.3586066018530815,0.8166666666666667
3,0.02908442372800235,1250,0.010083754652012989,0.6208832504669101,0.4394420946137403,0.9
2,0.2814307910701278,1250,0.009605552671539324,0.5259750465360463,0.3641193627521236,0.9166666666666666
3,0.02908442372800235,1300,0.004666056938928976,0.6287177056829054,0.43878471889355447,0.9166666666666666
1,0.023093164808932864,1300,0.013399583876191203,0.5104342388588232,0.3652083616662031,0.8166666666666667
2,0.2814307910701278,1300,0.008499490566769477,0.5081688386929144,0.36044008947438405,0.9166666666666666
0,0.8344957997478795,1300,0.00494484408214285,0.5095167200416377,0.3434543537845968,0.8833333333333333
3,0.02908442372800235,1350,0.007623139969690436,0.6007508385480261,0.43305006178800104,0.9166666666666666
1,0.023093164808932864,1350,0.00994218714549606,0.49322491623443604,0.3559881414266313,0.8166666666666667
2,0.2814307910701278,1350,0.006467220179022649,0.5096633800320135,0.351356734611962,0.9333333333333333
0,0.8344957997478795,1350,0.007665575416474707,0.5389053129233042,0.358222748639368,0.8833333333333333
3,0.02908442372800235,1400,0.010524057595388313,0.586352033422673,0.4115567538649945,0.9166666666666666
0,0.8344957997478795,1400,0.005383999566491733,0.5173445821517013,0.3493183529965289,0.8833333333333333
2,0.2814307910701278,1400,0.006919373546962693,0.5315892615118354,0.371913800181889,0.95
1,0.023093164808932864,1400,0.010353539154035304,0.46898894260605134,0.35230171195091037,0.8333333333333334
0,0.8344957997478795,1450,0.0056601385183469195,0.4863240841177964,0.327777628993197,0.8833333333333333
3,0.02908442372800235,1450,0.007263687374291616,0.5724435967729106,0.4091840070110279,0.9166666666666666
2,0.2814307910701278,1450,0.007170020612516272,0.5158317430365539,0.368034262142675,0.95
1,0.023093164808932864,1450,0.011512178340324685,0.49522839833129334,0.35153127126341094,0.8666666666666667
3,0.02908442372800235,1500,0.01053494137850073,0.5827862823169305,0.4069516670853511,0.9166666666666666
1,0.023093164808932864,1500,0.009778182843240066,0.5102300479797445,0.3734401314977089,0.8833333333333333
0,0.8344957997478795,1500,0.00933439136890445,0.49762870228753175,0.33225494463158983,0.8833333333333333
2,0.2814307910701278,1500,0.008297007432276994,0.47609167894190907,0.3513857066905377,0.95
1,0.023093164808932864,1550,0.008468947574335748,0.47207768237062864,0.3471059949074704,0.8833333333333333
0,0.8344957997478795,1550,0.003755532684982575,0.5242623662887312,0.3470244578413219,0.8833333333333333
3,0.02908442372800235,1550,0.009618708036048891,0.6072402561149697,0.42388313736511346,0.9166666666666666
2,0.2814307910701278,1550,0.011892656506099851,0.4890053399007261,0.3344118852305872,0.95
2,0.2814307910701278,1600,0.015660709839044596,0.4299611539070432,0.31676279534920926,0.95
0,0.8344957997478795,1600,0.008290321936395301,0.5140781679785155,0.35168955044903777,0.8833333333333333
1,0.023093164808932864,1600,0.009961249085349387,0.46524795345626,0.34412764588201894,0.8833333333333333
3,0.02908442372800235,1600,0.012365200212359958,0.5834998844434723,0.4182446416941189,0.9166666666666666
1,0.023093164808932864,1650,0.008710347853837726,0.45237413058766757,0.3202383726757328,0.8833333333333333
2,0.2814307910701278,1650,0.009620911042318879,0.4670884768661644,0.32622410219636894,0.95
0,0.8344957997478795,1650,0.007569627133474013,0.47046520665685837,0.3216941435657777,0.8833333333333333
3,0.02908442372800235,1650,0.01156500088443405,0.5854675820463994,0.4178649981361128,0.9166666666666666
1,0.023093164808932864,1700,0.008697277319469248,0.48873505045450416,0.3308154838474604,0.8833333333333333
0,0.8344957997478795,1700,0.00630542704130095,0.49870182616307357,0.32686207094771075,0.8833333333333333
3,0.02908442372800235,1700,0.011609926363386683,0.5913681925267932,0.4209567657430878,0.9166666666666666
2,0.2814307910701278,1700,0.008493066450966232,0.5123286572939826,0.35653764886435985,0.95
3,0.02908442372800235,1750,0.00966131373099164,0.5855321181582043,0.4160879104889846,0.9166666666666666
1,0.023093164808932864,1750,0.011615985972038992,0.4935267107270172,0.35307626934243125,0.8833333333333333
2,0.2814307910701278,1750,0.006720615094729994,0.4917743476208045,0.33670942905170853,0.95
0,0.8344957997478795,1750,0.006279424020674201,0.4996097301681833,0.3415162351898947,0.8833333333333333
1,0.023093164808932864,1800,0.008010897673263604,0.49400133714005,0.3475361956721871,0.8833333333333333
0,0.8344957997478795,1800,0.0073372814737579254,0.49452457452815746,0.3326103577253876,0.8833333333333333
2,0.2814307910701278,1800,0.01000380672655937,0.47698338533096707,0.3315079622287443,0.95
3,0.02908442372800235,1800,0.009948745027260187,0.5764499847394599,0.40671528048866995,0.9166666666666666
2,0.2814307910701278,1850,0.012027297794107907,0.4981226605422141,0.3411406721665242,0.95
1,0.023093164808932864,1850,0.009493561018682588,0.45284486042010985,0.32826481725742357,0.8833333333333333
3,0.02908442372800235,1850,0.008084073590442073,0.5678740576162674,0.40241215577484496,0.9166666666666666
0,0.8344957997478795,1850,0.009646688624337397,0.49165772602618907,0.3307818183889959,0.8833333333333333
1,0.023093164808932864,1900,0.013667981275485491,0.4769257266502572,0.3432085519077803,0.8833333333333333
3,0.02908442372800235,1900,0.00824249001762761,0.5823793317041397,0.4117175644135767,0.9166666666666666
0,0.8344957997478795,1900,0.0067089457664937895,0.48426063691478827,0.32744447647362074,0.8833333333333333
2,0.2814307910701278,1900,0.011042470730903009,0.5127274769831469,0.35401143771393556,0.9666666666666667
0,0.8344957997478795,1950,0.007785653148971345,0.49261822282997264,0.3375959637704902,0.8833333333333333
2,0.2814307910701278,1950,0.010884011400684523,0.5411728687512809,0.37425299138601587,0.9666666666666667
1,0.023093164808932864,1950,0.00877637530733648,0.4278292372298152,0.32073134946245874,0.8833333333333333
3,0.02908442372800235,1950,0.009088657998852905,0.5913720509004801,0.4137540477494389,0.9166666666666666
3,0.02908442372800235,2000,0.011591723232291004,0.5715457742774628,0.4106268291606792,0.9166666666666666
1,0.023093164808932864,2000,0.013049756375522751,0.4192823011904628,0.3148465777444216,0.8833333333333333
0,0.8344957997478795,2000,0.006465734876426927,0.5088275868336588,0.3407755028034216,0.8833333333333333
2,0.2814307910701278,2000,0.00715244573066397,0.512514029372598,0.3671739417546458,0.9666666666666667
2,0.2814307910701278,2050,0.006779955005937049,0.5099747979073596,0.3569911022662081,0.9666666666666667
1,0.023093164808932864,2050,0.01400720436467342,0.3908425637923835,0.3023650842054896,0.8833333333333333
0,0.8344957997478795,2050,0.007037833233999444,0.5224203640281729,0.34768025389756285,0.8833333333333333
3,0.02908442372800235,2050,0.010746681568987827,0.605829659391389,0.43218463032696425,0.9333333333333333
1,0.023093164808932864,2100,0.01206502125289491,0.38273876095862164,0.28679844916675096,0.8833333333333333
0,0.8344957997478795,2100,0.007311789135328096,0.5132787715553739,0.3510495670166642,0.8833333333333333
2,0.2814307910701278,2100,0.007968241003751656,0.5148285356512706,0.35584624083903194,0.9666666666666667
3,0.02908442372800235,2100,0.011818571901557572,0.5845871369804014,0.411804299396547,0.9333333333333333
2,0.2814307910701278,2150,0.00901737645141788,0.5219811114969093,0.35971668909153004,0.9666666666666667
0,0.8344957997478795,2150,0.007383550760542588,0.510723387283039,0.3350540677016472,0.8833333333333333
3,0.02908442372800235,2150,0.005698828088666736,0.6033300518973639,0.42645759447158393,0.9333333333333333
1,0.023093164808932864,2150,0.00843932207841382,0.4322664459033364,0.3048235341521909,0.8833333333333333
3,0.02908442372800235,2200,0.007668059600833203,0.596760471862463,0.41895231354783,0.9333333333333333
0,0.8344957997478795,2200,0.0108453330837768,0.48857291365900485,0.33710781410980173,0.8833333333333333
2,0.2814307910701278,2200,0.008808423491659554,0.5298393119361718,0.37204428702203657,0.9666666666666667
1,0.023093164808932864,2200,0.013741646464254584,0.4093867016849038,0.3098996619272245,0.8833333333333333
3,0.02908442372800235,2250,0.007096364850238913,0.6155123886491046,0.4313243236277675,0.9333333333333333
2,0.2814307910701278,2250,0.007752776479659902,0.5449974881074172,0.38155463079796664,0.9666666666666667
0,0.8344957997478795,2250,0.007538908214366312,0.4755592864149179,0.322064750822318,0.8833333333333333
1,0.023093164808932864,2250,0.007847026250073526,0.412807878888746,0.30276650918771264,0.8833333333333333
3,0.02908442372800235,2300,0.016959945333503312,0.6298271935783359,0.4371162549593623,0.9333333333333333
0,0.8344957997478795,2300,0.006471789203111353,0.48893415077591396,0.3286155966481632,0.8833333333333333
2,0.2814307910701278,2300,0.00897024918932093,0.5069694935121185,0.37412365502695205,1.0
1,0.023093164808932864,2300,0.008542834220903815,0.4309013675057528,0.3153984691037604,0.8833333333333333
2,0.2814307910701278,2350,0.007728362231897132,0.5385484060094489,0.36792775725127963,1.0
0,0.8344957997478795,2350,0.005614456665075109,0.5307787450480279,0.3465417365803286,0.8833333333333333
3,0.02908442372800235,2350,0.010521918369219027,0.6367054795654062,0.44504291691919273,0.95
1,0.023093164808932864,2350,0.013082386176378523,0.4154400974878145,0.31757059710472063,0.8833333333333333
3,0.02908442372800235,2400,0.008128440802702147,0.6359271458446549,0.44886118756486026,0.95
1,0.023093164808932864,2400,0.010077899737164017,0.35838318834762445,0.27134805898166037,0.8833333333333333
2,0.2814307910701278,2400,0.00584312068583357,0.5072877047573794,0.35053321447872393,1.0
0,0.8344957997478795,2400,0.008862605903393746,0.507094589213934,0.3353595183501082,0.8833333333333333
0,0.8344957997478795,2450,0.009926184584065245,0.47625364590373154,0.32947661077553747,0.8833333333333333
2,0.2814307910701278,2450,0.00983273277295556,0.509583333764937,0.35026666033060067,1.0
1,0.023093164808932864,2450,0.012391849868026605,0.3786153833862492,0.2802667380460477,0.8833333333333333
3,0.02908442372800235,2450,0.00844198318201314,0.6568226111656134,0.4568780147650854,0.95
0,0.8344957997478795,2500,0.007619302360003155,0.456042283206496,0.3136647517135602,0.8833333333333333
1,0.023093164808932864,2500,0.01191703573255298,0.4461360715656335,0.31418996582746694,0.8833333333333333
3,0.02908442372800235,2500,0.00838853083655127,0.6551829160698257,0.4537240435433481,0.95
2,0.2814307910701278,2500,0.008703152065712065,0.5819486935740298,0.39413994041409883,1.0
1,0.023093164808932864,2550,0.015059136262205822,0.4530434212397579,0.32953704035484815,0.8833333333333333
0,0.8344957997478795,2550,0.005888613193712871,0.5026846484474491,0.33014583652199836,0.8833333333333333
3,0.02908442372800235,2550,0.008435474631206072,0.6500107035045529,0.45678189208031167,0.95
2,0.2814307910701278,2550,0.008389890169259282,0.5282063390381436,0.37214643257458613,1.0
0,0.8344957997478795,2600,0.005743714856034837,0.49808139940273505,0.3343149589070069,0.8833333333333333
3,0.02908442372800235,2600,0.006804502208064085,0.610908271786912,0.4345054414049693,0.95
1,0.023093164808932864,2600,0.011720710738138795,0.46366305651542455,0.3387677029659193,0.8833333333333333
2,0.2814307910701278,2600,0.007531399100374148,0.5283130028256645,0.36735247687205114,1.0
0,0.8344957997478795,2650,0.005706738954962923,0.49940336412755465,0.33033523264675646,0.8833333333333333
1,0.023093164808932864,2650,0.006645421860570828,0.47370579167446747,0.3362951667419697,0.8833333333333333
2,0.2814307910701278,2650,0.006227498892136015,0.5040425429663182,0.3509804411475217,1.0
3,0.02908442372800235,2650,0.006499243691631748,0.6326724747028147,0.4403034445779307,0.95
1,0.023093164808932864,2700,0.007223684801232236,0.4771468898556133,0.34344321687026463,0.8833333333333333
2,0.2814307910701278,2700,0.007843014512874355,0.536689679328212,0.3718168526780848,1.0
0,0.8344957997478795,2700,0.0061829042509056855,0.4970148842951709,0.3345410898685482,0.8833333333333333
3,0.02908442372800235,2700,0.009103460887510613,0.634534293723331,0.4504388473968175,0.95
2,0.2814307910701278,2750,0.006668208060570206,0.5695260763666367,0.3879921548789053,1.0
3,0.02908442372800235,2750,0.007578034613953495,0.6126431969222854,0.4374217871679978,0.95
0,0.8344957997478795,2750,0.007776834722769761,0.49420620704850615,0.33324274411964916,0.8833333333333333
1,0.023093164808932864,2750,0.010831527459435691,0.43144789738447914,0.31742540762691446,0.8833333333333333
0,0.8344957997478795,2800,0.00647760320921924,0.49255722706010874,0.3325078977618921,0.8833333333333333
2,0.2814307910701278,2800,0.006810641954517313,0.5625916595644307,0.3885150705236896,1.0
1,0.023093164808932864,2800,0.00714686029192043,0.43219273614113934,0.3151512927746947,0.8833333333333333
3,0.02908442372800235,2800,0.014111341283309214,0.5890467560507935,0.4147412139134246,0.95
3,0.02908442372800235,2850,0.00679454311715545,0.615892572081039,0.43531804749313935,0.95
0,0.8344957997478795,2850,0.009784022265194875,0.4967317912485138,0.32604533486133247,0.8833333333333333
1,0.023093164808932864,2850,0.011404845371503955,0.4303923182573936,0.3110206907752364,0.8833333333333333
2,0.2814307910701278,2850,0.006053811861652731,0.5251070100421654,0.3729749178243431,1.0
0,0.8344957997478795,2900,0.009262285330345576,0.45439993115703275,0.3112898958826854,0.8833333333333333
3,0.02908442372800235,2900,0.009799079371184516,0.5838281258187669,0.4139096036610806,0.95
1,0.023093164808932864,2900,0.009742196665442137,0.4499293433897027,0.3267929042206299,0.8833333333333333
2,0.2814307910701278,2900,0.00593954716042344,0.50342359292109,0.35442705779596173,1.0
2,0.2814307910701278,2950,0.006287338446892213,0.5545305763353466,0.378512834148524,1.0
0,0.8344957997478795,2950,0.007915083303016998,0.4696308328033179,0.3186809124686191,0.8833333333333333
1,0.023093164808932864,2950,0.009948492739303563,0.41277483834528966,0.3099524000845895,0.8833333333333333
3,0.02908442372800235,2950,0.008824372507555687,0.5912259368093177,0.41964756574723405,0.95
6,0.1819338578535351,0,0.0492399475234649,0.1834695875535792,0.15608876344740752,0.0
5,0.052508706188038046,0,0.0405359984061797,0.24641812803151214,0.15736099150398902,0.0
4,0.7149422147976566,0,0.05595284898577313,0.33807175101792664,0.2143582723881288,0.0
7,0.052801690817435465,0,0.04683972443141953,0.2662753469833155,0.18875927989967495,0.0
5,0.052508706188038046,50,0.011730636918718328,0.48258070838691114,0.3225172528939405,0.5
6,0.1819338578535351,50,0.020559510720259397,0.36015332135115835,0.24968675595770864,0.25
7,0.052801690817435465,50,0.010330151947724188,0.4705703759692595,0.3108567393025479,0.3
4,0.7149422147976566,50,0.019009820521094654,0.445408189153583,0.3169675696138829,0.5166666666666667
5,0.052508706188038046,100,0.012023380770488187,0.48164855698464437,0.3396803204162461,0.5833333333333334
6,0.1819338578535351,100,0.006495772063076108,0.46234117559999865,0.3067875321998494,0.3333333333333333
4,0.7149422147976566,100,0.009885375249497647,0.5256532854813862,0.36760710701852056,0.6666666666666666
7,0.052801690817435465,100,0.010654293591215388,0.5384987712125303,0.3768866065846986,0.65
7,0.052801690817435465,150,0.008935598921050216,0.5483659145748484,0.38630349554589,0.7833333333333333
5,0.052508706188038046,150,0.01547375657807555,0.5184961370434201,0.3615880919663225,0.6333333333333333
4,0.7149422147976566,150,0.011465721802963144,0.5403158383416898,0.392550343499571,0.7333333333333333
6,0.1819338578535351,150,0.006372877356756416,0.4889158303163266,0.33926437872360743,0.5
4,0.7149422147976566,200,0.011648412918485411,0.5551166800209004,0.39912121321609667,0.8
5,0.052508706188038046,200,0.008404221298347688,0.5231503906041308,0.36116022965252703,0.6833333333333333
7,0.052801690817435465,200,0.009571234424427647,0.5271591640696798,0.3864356884430649,0.8833333333333333
6,0.1819338578535351,200,0.008089207684680865,0.43656717885281143,0.3134738144080214,0.5333333333333333
7,0.052801690817435465,250,0.01243095723576873,0.4758990396299138,0.3528226603551245,0.8833333333333333
6,0.1819338578535351,250,0.007992136707410327,0.4504519801973896,0.3156092507490707,0.5833333333333334
5,0.052508706188038046,250,0.007521790222283812,0.547185942698727,0.3757030819072879,0.8
4,0.7149422147976566,250,0.015890082269521873,0.5459951378033697,0.39074766187472626,0.8
6,0.1819338578535351,300,0.007881573010945954,0.47605403286118786,0.33063093584607894,0.6333333333333333
7,0.052801690817435465,300,0.008042916982810459,0.5431814847825683,0.3784740955539446,0.8833333333333333
4,0.7149422147976566,300,0.010857123751367848,0.572512032094162,0.40734145954659495,0.8
5,0.052508706188038046,300,0.005672460387273598,0.5842151469345817,0.40328290034576836,0.85
6,0.1819338578535351,350,0.0073426458181457075,0.4827955612222132,0.32785343118988386,0.65
4,0.7149422147976566,350,0.012630843083702367,0.6022155496356721,0.4223823806791484,0.8333333333333334
7,0.052801690817435465,350,0.011767725380874379,0.49958313288360057,0.36544044762861483,0.8833333333333333
5,0.052508706188038046,350,0.009012762618848744,0.5591737348634669,0.3849270371805247,0.8666666666666667
7,0.052801690817435465,400,0.00785295690075835,0.49754970635221885,0.3559326753070817,0.8833333333333333
4,0.7149422147976566,400,0.011542754280175992,0.5654634071569065,0.41286536123711937,0.8833333333333333
5,0.052508706188038046,400,0.008138865804991407,0.5551920865779318,0.38674293648481883,0.8833333333333333
6,0.1819338578535351,400,0.006074670455509478,0.46142507902368923,0.3292046386975999,0.6833333333333333
4,0.7149422147976566,450,0.01018071316984006,0.547226237114776,0.39691474291082857,0.8833333333333333
5,0.052508706188038046,450,0.012031443505965257,0.5515710335309728,0.38055339391722653,0.9
7,0.052801690817435465,450,0.010046791159458592,0.49402852701084077,0.36305721715807304,0.8833333333333333
6,0.1819338578535351,450,0.005823965246605297,0.4789857649569553,0.3301367906198522,0.7333333333333333
6,0.1819338578535351,500,0.007223148920369051,0.4596183450834051,0.3152462366022096,0.7666666666666667
5,0.052508706188038046,500,0.012133645001594015,0.5856966692412514,0.396564436770932,0.9166666666666666
4,0.7149422147976566,500,0.008483042472932288,0.5427197619103569,0.39017404670299727,0.8833333333333333
7,0.052801690817435465,500,0.010977904757049824,0.4862536250825596,0.3517894285928661,0.8833333333333333
4,0.7149422147976566,550,0.011536042157614296,0.572513058079394,0.40222734104893304,0.8833333333333333
6,0.1819338578535351,550,0.008507988802683938,0.48703036129812893,0.3314666883730426,0.7833333333333333
7,0.052801690817435465,550,0.007539293388120402,0.5080160366248416,0.35946702190027896,0.8833333333333333
5,0.052508706188038046,550,0.011302585366084293,0.5924425373905025,0.4027675914226403,0.9333333333333333
7,0.052801690817435465,600,0.007174127507124506,0.5290724893613262,0.37152944942813126,0.8833333333333333
5,0.052508706188038046,600,0.012612811643467307,0.5725516582819082,0.4068878400515473,0.9333333333333333
