id_exp,seed,nb_strong_arg_added,step,polarisation,mean_intention,rate_adoption
1,0.43181056517711214,0,0,0.07266093519788214,0.21998004777107766,0.0
3,0.7286066923219108,0,0,0.06979305129802406,0.21150169778057676,0.0
0,0.2068969689791742,0,0,0.05521353495005018,0.2691866978268757,0.0
2,0.4622425707928369,0,0,0.05354583985365883,0.31651927234330296,0.0
