id_exp,seed,nb_fake_news,step,polarisation,mean_intention,rate_adoption
0,0.08076650148109643,0,700,0.005111492651499809,0.6387511290735127,1.0
2,0.7297358943058747,0,700,0.0055635335472354695,0.568752063453574,0.8833333333333333
2,0.7297358943058747,0,750,0.01014433581036121,0.5215143233997465,0.8833333333333333
3,0.5980362297411037,0,750,0.012227445397864292,0.5341060811849119,0.8333333333333334
0,0.08076650148109643,0,750,0.012487563011734659,0.6184057986290585,1.0
1,0.6357464235186797,0,750,0.009208987248903884,0.5244337325156946,0.8333333333333334
2,0.7297358943058747,0,800,0.013374833070807765,0.50146807554188,0.8833333333333333
0,0.08076650148109643,0,800,0.00788904011317304,0.642062359068813,1.0
1,0.6357464235186797,0,800,0.009838596322322798,0.502828339290557,0.8666666666666667
3,0.5980362297411037,0,800,0.010256018480732043,0.5189262581182903,0.8333333333333334
1,0.6357464235186797,0,850,0.012298447135862898,0.48146156296686526,0.8666666666666667
2,0.7297358943058747,0,850,0.010382907528887469,0.5070117594347646,0.9
3,0.5980362297411037,0,850,0.012900684943412675,0.49527018997024996,0.8333333333333334
0,0.08076650148109643,0,850,0.004850709563814217,0.6454252990074479,1.0
2,0.7297358943058747,0,900,0.01461685530415117,0.493940441959391,0.9
0,0.08076650148109643,0,900,0.007328913910315438,0.6183456781204999,1.0
3,0.5980362297411037,0,900,0.011326568214888227,0.48122820703717506,0.8333333333333334
1,0.6357464235186797,0,900,0.0072319898057849365,0.5067204718257473,0.8666666666666667
0,0.08076650148109643,0,950,0.008561098121383372,0.6019031153145344,1.0
3,0.5980362297411037,0,950,0.014656881210119724,0.4917727634858448,0.8333333333333334
2,0.7297358943058747,0,950,0.01596327805081659,0.4762607763216042,0.9
1,0.6357464235186797,0,950,0.00923090088841258,0.4824847483522888,0.8666666666666667
1,0.6357464235186797,0,1000,0.011826929753207479,0.46717272671424265,0.8666666666666667
2,0.7297358943058747,0,1000,0.01145885895213335,0.5112839721563229,0.9
3,0.5980362297411037,0,1000,0.015704170930550574,0.48306084741390803,0.8333333333333334
0,0.08076650148109643,0,1000,0.01316215427686406,0.6153024098578623,1.0
1,0.6357464235186797,0,1050,0.010984982413006592,0.44491830343270355,0.8666666666666667
2,0.7297358943058747,0,1050,0.008945505776665894,0.5290505366060981,0.9
0,0.08076650148109643,0,1050,0.011636129806186207,0.6216718396056886,1.0
3,0.5980362297411037,0,1050,0.01476449156072975,0.4881953882995365,0.8333333333333334
2,0.7297358943058747,0,1100,0.014971739943329804,0.5052699876336577,0.9
0,0.08076650148109643,0,1100,0.00894509697109381,0.5919512778259183,1.0
3,0.5980362297411037,0,1100,0.011045181178817507,0.4962315605433333,0.8333333333333334
1,0.6357464235186797,0,1100,0.010118994953274047,0.4663806208675555,0.8666666666666667
0,0.08076650148109643,0,1150,0.007658129076078244,0.5965521754336877,1.0
1,0.6357464235186797,0,1150,0.01499028717984367,0.5194264869513462,0.8833333333333333
2,0.7297358943058747,0,1150,0.009317179113537707,0.5206614800355945,0.9
3,0.5980362297411037,0,1150,0.015254529386157834,0.5231626659388539,0.8333333333333334
1,0.6357464235186797,0,1200,0.008213555206478606,0.5497229478227994,0.8833333333333333
0,0.08076650148109643,0,1200,0.008130426086833557,0.6166031609773602,1.0
3,0.5980362297411037,0,1200,0.013687861815331794,0.49606778051742456,0.8333333333333334
2,0.7297358943058747,0,1200,0.006530618390132036,0.5317408246510945,0.9
3,0.5980362297411037,0,1250,0.008204266471247697,0.5347673517592266,0.8333333333333334
2,0.7297358943058747,0,1250,0.008018472888966805,0.5001625016079291,0.9
1,0.6357464235186797,0,1250,0.009939781706335832,0.5533090102283512,0.8833333333333333
0,0.08076650148109643,0,1250,0.011420070936373957,0.5912443327905715,1.0
2,0.7297358943058747,0,1300,0.010804900986437795,0.5311202188614197,0.9
1,0.6357464235186797,0,1300,0.01180390593770107,0.5536046917704344,0.9
0,0.08076650148109643,0,1300,0.007088468221787106,0.5982725888245971,1.0
3,0.5980362297411037,0,1300,0.010393853964872465,0.499310419208514,0.8333333333333334
0,0.08076650148109643,0,1350,0.01296296181759097,0.5722056848108917,1.0
1,0.6357464235186797,0,1350,0.008174705717855479,0.5440789275915799,0.9
2,0.7297358943058747,0,1350,0.01002835225073978,0.48911219761524016,0.9
3,0.5980362297411037,0,1350,0.011138597310379708,0.48938532588645806,0.8333333333333334
2,0.7297358943058747,0,1400,0.016449587829617102,0.4541705881587056,0.9
0,0.08076650148109643,0,1400,0.010139906224671775,0.5609481588458662,1.0
3,0.5980362297411037,0,1400,0.011189312929641005,0.4882411953392738,0.8333333333333334
1,0.6357464235186797,0,1400,0.007263018022276358,0.5288905712509621,0.9
2,0.7297358943058747,0,1450,0.01142554254733597,0.4969298257301737,0.9
3,0.5980362297411037,0,1450,0.011848370871596714,0.4874647574715993,0.8333333333333334
1,0.6357464235186797,0,1450,0.007817121395043501,0.5211447136256292,0.9
0,0.08076650148109643,0,1450,0.009207683381218272,0.5892043390765866,1.0
2,0.7297358943058747,0,1500,0.009519405056363483,0.46932519642778137,0.9
0,0.08076650148109643,0,1500,0.008552361162958575,0.6170968575753749,1.0
1,0.6357464235186797,0,1500,0.008907901687230716,0.5370153776283988,0.9
3,0.5980362297411037,0,1500,0.00907391285567325,0.5128347182606382,0.8333333333333334
1,0.6357464235186797,0,1550,0.006768299501571268,0.5532295392455541,0.9
0,0.08076650148109643,0,1550,0.013353672792174573,0.5980505925911034,1.0
2,0.7297358943058747,0,1550,0.010913861891323168,0.4478875735852298,0.9
3,0.5980362297411037,0,1550,0.010928345351081278,0.4909176810501839,0.8333333333333334
1,0.6357464235186797,0,1600,0.0071491016316942175,0.513811910963031,0.9
0,0.08076650148109643,0,1600,0.0062773920695408545,0.5757352347371545,1.0
2,0.7297358943058747,0,1600,0.00876962645493391,0.49611390499303554,0.9
3,0.5980362297411037,0,1600,0.007449288548836818,0.5348372013646774,0.8333333333333334
1,0.6357464235186797,0,1650,0.005419810043088695,0.5286176534922407,0.9
2,0.7297358943058747,0,1650,0.0082521151312436,0.5085361610203015,0.9
3,0.5980362297411037,0,1650,0.011726930410861276,0.5352046350696339,0.8333333333333334
0,0.08076650148109643,0,1650,0.007534911210235116,0.5917380303279398,1.0
1,0.6357464235186797,0,1700,0.006515307215247987,0.5285995740152079,0.9
0,0.08076650148109643,0,1700,0.007018038563236826,0.6213964772865369,1.0
3,0.5980362297411037,0,1700,0.010751976839207866,0.5192181272744203,0.8333333333333334
2,0.7297358943058747,0,1700,0.012082892528485874,0.47133409246880803,0.9
1,0.6357464235186797,0,1750,0.006772565568455534,0.5341908822210663,0.9
0,0.08076650148109643,0,1750,0.008471931207866806,0.6281435396947485,1.0
3,0.5980362297411037,0,1750,0.011760064287621433,0.5371041969596295,0.8333333333333334
2,0.7297358943058747,0,1750,0.012377278273803036,0.47749276216558645,0.9
3,0.5980362297411037,0,1800,0.0150470231850463,0.5050698190080501,0.8333333333333334
0,0.08076650148109643,0,1800,0.005816679780522981,0.5984286218240814,1.0
1,0.6357464235186797,0,1800,0.004520306982037507,0.5104621858134439,0.9
2,0.7297358943058747,0,1800,0.011364700523768987,0.5018154411096662,0.9
0,0.08076650148109643,0,1850,0.008260015873951377,0.5958763471159514,1.0
3,0.5980362297411037,0,1850,0.015913829047639036,0.48670771066147245,0.8333333333333334
1,0.6357464235186797,0,1850,0.012179207201198753,0.5093602208257862,0.9
2,0.7297358943058747,0,1850,0.014311124793113295,0.503407901284861,0.9
2,0.7297358943058747,0,1900,0.015171484903644488,0.4157631517840997,0.9
0,0.08076650148109643,0,1900,0.012226388697987542,0.6235705546514723,1.0
1,0.6357464235186797,0,1900,0.007674971848784262,0.5251675392646367,0.9
3,0.5980362297411037,0,1900,0.011528325182086008,0.5031993206256336,0.8333333333333334
1,0.6357464235186797,0,1950,0.008412710157738958,0.5004686087484127,0.9
0,0.08076650148109643,0,1950,0.007905623879808085,0.6439272883136199,1.0
2,0.7297358943058747,0,1950,0.006810579900542226,0.4831470007842777,0.9
3,0.5980362297411037,0,1950,0.016440487116841488,0.47531493697984817,0.8333333333333334
0,0.08076650148109643,0,2000,0.009178773045287032,0.614963585531865,1.0
1,0.6357464235186797,0,2000,0.011407532380324178,0.45718296172833767,0.9
2,0.7297358943058747,0,2000,0.00785114617835082,0.5310610944347879,0.9
3,0.5980362297411037,0,2000,0.014225809270799875,0.49728021011553714,0.8333333333333334
0,0.08076650148109643,0,2050,0.009141745367981076,0.5904609225227335,1.0
3,0.5980362297411037,0,2050,0.01378180340423721,0.5294795376174076,0.8333333333333334
1,0.6357464235186797,0,2050,0.010335738359907315,0.508620705115993,0.9
2,0.7297358943058747,0,2050,0.015339492617451071,0.46483839699358154,0.9
0,0.08076650148109643,0,2100,0.00933951926719059,0.5557885264730835,1.0
3,0.5980362297411037,0,2100,0.017441786633177154,0.4761790635588167,0.8333333333333334
1,0.6357464235186797,0,2100,0.011070078537667137,0.5072415503028934,0.9
2,0.7297358943058747,0,2100,0.014677772326345604,0.4531135098925048,0.9
2,0.7297358943058747,0,2150,0.015743244005370156,0.4906414676128653,0.9
0,0.08076650148109643,0,2150,0.009635714688550729,0.5716237370962308,1.0
1,0.6357464235186797,0,2150,0.009324296957999665,0.490090959298256,0.9
3,0.5980362297411037,0,2150,0.016547619022803398,0.5239242634108663,0.8333333333333334
2,0.7297358943058747,0,2200,0.009915509717551623,0.4642896207556549,0.9
0,0.08076650148109643,0,2200,0.010968306468639204,0.5736919110185933,1.0
1,0.6357464235186797,0,2200,0.01241306535426158,0.4402624319531172,0.9
3,0.5980362297411037,0,2200,0.00951079278716319,0.5208842111579697,0.8333333333333334
2,0.7297358943058747,0,2250,0.013949350120037127,0.46415781154751284,0.9
3,0.5980362297411037,0,2250,0.013970073039270005,0.500956575594735,0.8333333333333334
1,0.6357464235186797,0,2250,0.013581915102497242,0.4484077283061346,0.9
0,0.08076650148109643,0,2250,0.007764955859503785,0.6202964854816374,1.0
2,0.7297358943058747,0,2300,0.008248369396203716,0.4880923015111961,0.9
3,0.5980362297411037,0,2300,0.014795100661630135,0.4959652912677908,0.8333333333333334
0,0.08076650148109643,0,2300,0.01004577505276916,0.6379074224007316,1.0
1,0.6357464235186797,0,2300,0.006921585308394711,0.5105187970178195,0.9
0,0.08076650148109643,0,2350,0.009153463287282601,0.6287367342110987,1.0
3,0.5980362297411037,0,2350,0.013003743148609408,0.5310526891702225,0.8333333333333334
1,0.6357464235186797,0,2350,0.007244529398156815,0.5443467955205885,0.9166666666666666
2,0.7297358943058747,0,2350,0.010554688610472509,0.5145045770209371,0.9
0,0.08076650148109643,0,2400,0.011853329401561067,0.6050825654267147,1.0
2,0.7297358943058747,0,2400,0.009624087673766166,0.5054385895098132,0.9
1,0.6357464235186797,0,2400,0.007401633635126985,0.5386010933474971,0.95
3,0.5980362297411037,0,2400,0.01694128972974083,0.5333432493980734,0.8333333333333334
3,0.5980362297411037,0,2450,0.011919345892328253,0.5317215142104074,0.8333333333333334
0,0.08076650148109643,0,2450,0.009845136496824104,0.6348644382405856,1.0
2,0.7297358943058747,0,2450,0.010821089942837927,0.5081899998645163,0.9
1,0.6357464235186797,0,2450,0.012790236578499143,0.5352159917830178,0.95
0,0.08076650148109643,0,2500,0.009682930819215618,0.6136425788431693,1.0
1,0.6357464235186797,0,2500,0.009787775640497471,0.5177751865322126,0.95
3,0.5980362297411037,0,2500,0.009935245602323286,0.5636354332663597,0.8333333333333334
2,0.7297358943058747,0,2500,0.013068066372835951,0.5150166231838038,0.9
0,0.08076650148109643,0,2550,0.008825198084933086,0.6204472519689385,1.0
3,0.5980362297411037,0,2550,0.011277755223606968,0.5082438201384188,0.8333333333333334
1,0.6357464235186797,0,2550,0.008594557533942561,0.5128501568299495,0.95
2,0.7297358943058747,0,2550,0.008564677803552643,0.5181359356703946,0.95
3,0.5980362297411037,0,2600,0.013625877089199758,0.5098787124311162,0.8333333333333334
0,0.08076650148109643,0,2600,0.005835339462212781,0.633936050900157,1.0
2,0.7297358943058747,0,2600,0.010309645950126891,0.505549442631878,0.95
1,0.6357464235186797,0,2600,0.00788713554489152,0.5240354013619481,0.95
0,0.08076650148109643,0,2650,0.006549218393782245,0.638125314683525,1.0
3,0.5980362297411037,0,2650,0.007742111189114808,0.5691298794117581,0.8833333333333333
2,0.7297358943058747,0,2650,0.008666473770218895,0.48484805801387154,0.95
1,0.6357464235186797,0,2650,0.008382226279244277,0.5056020537287175,0.95
1,0.6357464235186797,0,2700,0.007942993120620767,0.4834614469783078,0.95
2,0.7297358943058747,0,2700,0.008826029426970292,0.49840947004870395,0.95
0,0.08076650148109643,0,2700,0.004869135191360046,0.6611180118710794,1.0
3,0.5980362297411037,0,2700,0.01338586613462929,0.5276061202828247,0.8833333333333333
3,0.5980362297411037,0,2750,0.013386248281140142,0.5123692767984904,0.8833333333333333
2,0.7297358943058747,0,2750,0.015483147776104818,0.46065756321687085,0.95
0,0.08076650148109643,0,2750,0.005319865669640974,0.6519800872008603,1.0
1,0.6357464235186797,0,2750,0.009195139987684533,0.4717438915569735,0.95
3,0.5980362297411037,0,2800,0.011778567358800918,0.5022158545153688,0.8833333333333333
0,0.08076650148109643,0,2800,0.00562888065243931,0.6520247786100253,1.0
1,0.6357464235186797,0,2800,0.007122321008506065,0.4717746566573077,0.95
2,0.7297358943058747,0,2800,0.01394503704860423,0.4787007451779749,0.95
3,0.5980362297411037,0,2850,0.01257541680964955,0.5260827093911423,0.8833333333333333
2,0.7297358943058747,0,2850,0.011496972690685166,0.4892421687275329,0.95
0,0.08076650148109643,0,2850,0.007070705638004445,0.6542171318148042,1.0
1,0.6357464235186797,0,2850,0.007199771597881013,0.478468475415282,0.95
0,0.08076650148109643,0,2900,0.0059700966736526175,0.6515373707767111,1.0
2,0.7297358943058747,0,2900,0.013876882112061697,0.4756558315816805,0.95
3,0.5980362297411037,0,2900,0.007121382044366625,0.5654581197424853,0.8833333333333333
1,0.6357464235186797,0,2900,0.009204916109051895,0.4608336434079001,0.95
2,0.7297358943058747,0,2950,0.012015838330197832,0.4746588841342451,0.95
3,0.5980362297411037,0,2950,0.011309695866028485,0.5436298873727275,0.8833333333333333
0,0.08076650148109643,0,2950,0.004699149897247456,0.6672253792615965,1.0
1,0.6357464235186797,0,2950,0.010708392628133915,0.4915117987198154,0.95
5,0.8396860013247538,0,0,0.06119634594118007,0.3147913090920963,0.0
6,0.7332920517451299,0,0,0.05061474999335287,0.27082741596862275,0.0
4,0.811958474836586,0,0,0.06327364458588298,0.23159513419765645,0.0
7,0.8088999010651029,0,0,0.05914444496807911,0.25383338151223966,0.0
5,0.8396860013247538,0,50,0.00967139399688677,0.45666639085691363,0.4666666666666667
6,0.7332920517451299,0,50,0.010329070528780213,0.38752575088137226,0.3333333333333333
4,0.811958474836586,0,50,0.015447904058568484,0.418212590954047,0.43333333333333335
7,0.8088999010651029,0,50,0.014617909895195284,0.4007323622573798,0.25
7,0.8088999010651029,0,100,0.012332601521855682,0.46423833998644387,0.45
6,0.7332920517451299,0,100,0.007406554353873827,0.408630571089771,0.4
4,0.811958474836586,0,100,0.011215281798158267,0.4749653748119044,0.5166666666666667
5,0.8396860013247538,0,100,0.013959377837349131,0.4643730477057337,0.5333333333333333
5,0.8396860013247538,0,150,0.009989075484467804,0.4893420040726537,0.6
6,0.7332920517451299,0,150,0.013610719316328459,0.40654950873794604,0.5
4,0.811958474836586,0,150,0.01041071402822366,0.5328786798677198,0.6833333333333333
7,0.8088999010651029,0,150,0.012307999670417435,0.47406193259883944,0.5333333333333333
4,0.811958474836586,0,200,0.010673045895540733,0.524304833364469,0.7166666666666667
5,0.8396860013247538,0,200,0.007420469788056141,0.5683712774405271,0.6833333333333333
6,0.7332920517451299,0,200,0.011644514417064055,0.39365467867617415,0.5166666666666667
7,0.8088999010651029,0,200,0.011213668344598115,0.5060938999210937,0.6166666666666667
7,0.8088999010651029,0,250,0.010403921379958393,0.45544054072421686,0.6666666666666666
5,0.8396860013247538,0,250,0.008366248670593815,0.5602303045947782,0.7666666666666667
4,0.811958474836586,0,250,0.008049773401151594,0.5494517764387119,0.7666666666666667
6,0.7332920517451299,0,250,0.011790997173717704,0.40449516972623045,0.5166666666666667
6,0.7332920517451299,0,300,0.011876921088688834,0.3927089061243683,0.55
4,0.811958474836586,0,300,0.006866716266125173,0.5717737476027359,0.8666666666666667
5,0.8396860013247538,0,300,0.009203395591964921,0.5782311939001955,0.9
7,0.8088999010651029,0,300,0.010670047384698107,0.46495669262269407,0.6666666666666666
4,0.811958474836586,0,350,0.010054210443443515,0.49477043473879095,0.8666666666666667
7,0.8088999010651029,0,350,0.011523388147642857,0.4686623032509883,0.6666666666666666
6,0.7332920517451299,0,350,0.009998682281337781,0.387140000234296,0.5666666666666667
5,0.8396860013247538,0,350,0.00864222140558635,0.5357883714907545,0.9166666666666666
6,0.7332920517451299,0,400,0.010443725342532732,0.4566619558304217,0.5666666666666667
7,0.8088999010651029,0,400,0.01030251987380124,0.5095433925355216,0.7666666666666667
4,0.811958474836586,0,400,0.010116255422038863,0.5298954688454641,0.8833333333333333
5,0.8396860013247538,0,400,0.00690055105918447,0.5126102943123735,0.9166666666666666
5,0.8396860013247538,0,450,0.007676222034757202,0.5638776816167568,0.9166666666666666
4,0.811958474836586,0,450,0.009607170167108051,0.5221285236130726,0.8833333333333333
7,0.8088999010651029,0,450,0.008519228438137972,0.49967747877323404,0.7666666666666667
6,0.7332920517451299,0,450,0.012668725031715854,0.39160742768098,0.5666666666666667
5,0.8396860013247538,0,500,0.007385195294624493,0.5427179873285419,0.9166666666666666
4,0.811958474836586,0,500,0.012508195777932347,0.4961020145609684,0.8833333333333333
6,0.7332920517451299,0,500,0.008820321561215252,0.4264229026952073,0.5833333333333334
7,0.8088999010651029,0,500,0.011382876997827494,0.508253392369559,0.7833333333333333
6,0.7332920517451299,0,550,0.013444396407530082,0.38972328354510805,0.5833333333333334
7,0.8088999010651029,0,550,0.014535818199696402,0.5366063998355417,0.8
5,0.8396860013247538,0,550,0.014363632067340724,0.514831507791656,0.9166666666666666
4,0.811958474836586,0,550,0.013251330416216732,0.49873232931008044,0.8833333333333333
7,0.8088999010651029,0,600,0.00812812723613024,0.5548942074224555,0.8166666666666667
4,0.811958474836586,0,600,0.009212632652081925,0.48858044054401173,0.8833333333333333
5,0.8396860013247538,0,600,0.008967195943409457,0.5350438993305506,0.9166666666666666
6,0.7332920517451299,0,600,0.006891772573209159,0.41218906799774435,0.5833333333333334
5,0.8396860013247538,0,650,0.009823701225624835,0.5598288641646051,0.9166666666666666
7,0.8088999010651029,0,650,0.008909508994913648,0.5370379812268192,0.8166666666666667
4,0.811958474836586,0,650,0.010450987365431994,0.46900879593586814,0.8833333333333333
6,0.7332920517451299,0,650,0.012929261890912189,0.45602417724333755,0.6166666666666667
5,0.8396860013247538,0,700,0.005350114675174236,0.5913362349037148,0.95
6,0.7332920517451299,0,700,0.006833866989981261,0.42834932290969185,0.65
4,0.811958474836586,0,700,0.009568967414022444,0.40706388443282043,0.8833333333333333
7,0.8088999010651029,0,700,0.011857705965014873,0.509702163273624,0.8166666666666667
5,0.8396860013247538,0,750,0.008191618692068223,0.5788083452403721,0.9833333333333333
4,0.811958474836586,0,750,0.011023708725752384,0.4843466886166681,0.8833333333333333
6,0.7332920517451299,0,750,0.009799951784425517,0.4478339148488486,0.6666666666666666
7,0.8088999010651029,0,750,0.008783976704108326,0.5265710943279109,0.8166666666666667
5,0.8396860013247538,0,800,0.006171492494095805,0.5990289258334793,0.9833333333333333
4,0.811958474836586,0,800,0.010288371846469276,0.5197232239793045,0.8833333333333333
6,0.7332920517451299,0,800,0.012433377950777678,0.3904883259176416,0.6666666666666666
7,0.8088999010651029,0,800,0.009216000760843028,0.5033920045118463,0.8333333333333334
7,0.8088999010651029,0,850,0.010795176584325376,0.47636678040332,0.8333333333333334
4,0.811958474836586,0,850,0.011820575333288385,0.5339878779865601,0.8833333333333333
5,0.8396860013247538,0,850,0.007477098389225364,0.5900099522478386,0.9833333333333333
6,0.7332920517451299,0,850,0.00839429144572412,0.37296477160041397,0.6666666666666666
7,0.8088999010651029,0,900,0.013073449472003982,0.4759690690791357,0.8333333333333334
5,0.8396860013247538,0,900,0.005842543423070498,0.5997624546329547,0.9833333333333333
4,0.811958474836586,0,900,0.012558216590076852,0.5010127387132548,0.8833333333333333
6,0.7332920517451299,0,900,0.011019034498329645,0.3904328348649114,0.6666666666666666
5,0.8396860013247538,0,950,0.007045222882207404,0.6116384377976367,0.9833333333333333
4,0.811958474836586,0,950,0.010269914552004223,0.5210649144745908,0.8833333333333333
7,0.8088999010651029,0,950,0.008947566440855743,0.5129258717820427,0.8333333333333334
6,0.7332920517451299,0,950,0.011077905630994568,0.425139166806103,0.6666666666666666
6,0.7332920517451299,0,1000,0.009858162164253469,0.3918777222059174,0.6666666666666666
4,0.811958474836586,0,1000,0.007155197167556604,0.5028310065669992,0.8833333333333333
7,0.8088999010651029,0,1000,0.008953896359880099,0.4816665318686432,0.8333333333333334
5,0.8396860013247538,0,1000,0.00886040190599138,0.593398521620188,0.9833333333333333
6,0.7332920517451299,0,1050,0.011040273326217208,0.4307532595219001,0.6666666666666666
5,0.8396860013247538,0,1050,0.008607067299224416,0.5748333748127827,0.9833333333333333
7,0.8088999010651029,0,1050,0.008023352183817339,0.4929139064827019,0.8333333333333334
4,0.811958474836586,0,1050,0.010421537587080313,0.4707439459130296,0.8833333333333333
5,0.8396860013247538,0,1100,0.007255462381702925,0.560978752277858,0.9833333333333333
4,0.811958474836586,0,1100,0.010296270102865896,0.47895014099892935,0.8833333333333333
7,0.8088999010651029,0,1100,0.009084150301741568,0.510260632521073,0.8333333333333334
6,0.7332920517451299,0,1100,0.010170488643654867,0.4296611527476326,0.6666666666666666
4,0.811958474836586,0,1150,0.008241777985491541,0.4989522971578934,0.8833333333333333
5,0.8396860013247538,0,1150,0.011897068643611055,0.5579315645355245,0.9833333333333333
7,0.8088999010651029,0,1150,0.013571430001803789,0.5316173955495376,0.85
6,0.7332920517451299,0,1150,0.008271322318681983,0.3962161559622882,0.6666666666666666
5,0.8396860013247538,0,1200,0.005762718920364699,0.6211581544045334,0.9833333333333333
7,0.8088999010651029,0,1200,0.010374576363032004,0.5221879265128738,0.85
6,0.7332920517451299,0,1200,0.011559306567914311,0.4097994367847257,0.6666666666666666
4,0.811958474836586,0,1200,0.010573547195047613,0.45771186402467656,0.8833333333333333
5,0.8396860013247538,0,1250,0.007786421284469932,0.5836083876877447,0.9833333333333333
4,0.811958474836586,0,1250,0.011408797656826083,0.5222961404054709,0.8833333333333333
7,0.8088999010651029,0,1250,0.0071570835542590005,0.5258704515485262,0.8666666666666667
6,0.7332920517451299,0,1250,0.011834732260753874,0.40765606557045725,0.6666666666666666
4,0.811958474836586,0,1300,0.008709508205083311,0.5085442732651151,0.8833333333333333
7,0.8088999010651029,0,1300,0.014059083484046152,0.5507291422080133,0.8833333333333333
5,0.8396860013247538,0,1300,0.008074081847452851,0.549108434016635,0.9833333333333333
